A,B,C,D,E1,E2,E3,F1,F2,F3,F4,G11,G12,G13,G14,G21,G22,G23,G24,G25,G26,G31,G32,G33,G34,G35,H,I,J
1,1.37,E,B,510,9,15.229565,H,0.585000000000002,0.720832000000001,1.14,0,0,0,0,1.05715429166887,1.05715429166887,3.38198757763975,6761,6.6,72,,,,,,A15,C,0.639999999999645
2,1.44,E,B,510,9.99999999999979,15.203695,H,0.585125000000002,0.719478000000001,1.14,0,0,0,0,1.05895310317656,1.05895310317656,3.44099378881988,6761,6.6,72,,,,,,A15,C,1.27999999999986
4,1.95,E,B,634,13,16.1841325,H,0.580625,0.768222000000003,1.22,0,0,0,0,0.994801544043217,0.994801544043217,2.87770249277036,9871,5.84,93,,,,,,A16,C,2.56000000000029
2,2.26,E,B,634,18,16.1685325,H,0.58075,0.766868000000003,1.22,0,0,0,0,0.99576136547952,0.99576136547952,2.80437533948521,9871,5.84,93,,,,,,A16,C,1.27999999999986
6,2.28,E,B,634,21,16.1271425,H,0.581,0.764160000000003,1.21,0,0,0,0,0.998316967807533,0.998316967807533,2.77950310559006,9871,5.84,93,,,,,,A16,C,3.84000000000015
1,2.25,E,B,634,19,16.1123225,H,0.581125,0.762806000000003,1.21,0,0,0,0,0.999235212676509,0.999235212676509,2.77950310559006,9871,5.84,93,,,,,,A16,C,0.639999999999645
4,2.12,E,B,634,19,16.031745,H,0.58125,0.761452000000003,1.21,0,0,0,0,1.00425749037301,1.00425749037301,2.77950310559006,9871,5.84,93,,,,,,A16,C,2.55999999999972
3,2.27,E,B,634,19,16.015845,H,0.5815,0.758744000000003,1.2,0,0,0,0,1.00525448391889,1.00525448391889,2.77950310559006,9871,5.84,93,,,,,,A16,C,1.92000000000007
3,2.17,E,B,634,16,15.970915,H,0.581625000000001,0.757390000000003,1.2,0,0,0,0,1.00808250497858,1.00808250497858,2.77950310559006,9871,5.84,93,,,,,,A16,C,1.92000000000007
3,2.15,E,B,634,11,15.952895,H,0.581750000000001,0.756036000000003,1.2,0,0,0,0,1.00922121031951,1.00922121031951,2.77950310559006,9871,5.84,93,,,,,,A16,C,1.92000000000007
5,1.55,E,B,634,23,15.810425,H,0.582250000000001,0.750620000000002,1.19,0,0,0,0,1.01831544692821,1.01831544692821,2.77950310559006,9871,5.84,93,,,,,,A16,C,3.19999999999993
3,1.33,E,B,634,20,15.775715,H,0.582375000000001,0.749266000000002,1.19,0,0,0,0,1.02055596212279,1.02055596212279,2.77950310559006,9871,5.84,93,,,,,,A16,C,1.92000000000007
1,0.25,E,B,634,22,15.662995,H,0.582875000000001,0.743850000000002,1.18,0,0,0,0,1.02790047497302,1.02790047497302,2.99592878595881,9871,5.84,93,,,,,,A16,C,0.639999999999645
2,-0.18,E,B,634,22,15.620165,H,0.583000000000001,0.742496000000002,1.18,0,0,0,0,1.03071894567055,1.03071894567055,3.15400919555294,9871,5.84,93,,,,,,A16,C,1.27999999999986
3,-0.58,E,B,634,22,15.5984275,H,0.583125000000001,0.741142000000002,1.18,0,0,0,0,1.03215532463128,1.03215532463128,3.34630031261158,9871,5.84,93,,,,,,A16,C,1.92000000000007
1,-0.62,E,B,634,18,15.5873575,H,0.583250000000001,0.739788000000002,1.17,0,0,0,0,1.03288835198654,1.03288835198654,3.56727411621144,9871,5.84,93,,,,,,A16,C,0.640000000000214
1,-2.74,E,B,634,13,15.3269575,H,0.584625000000002,0.724894000000001,1.15,0,0,0,0,1.05043678760119,1.05043678760119,6.91830744433719,9871,5.84,93,,,,,,A16,C,0.640000000000214
2,-2.72,E,B,634,13,15.3050875,H,0.584750000000002,0.723540000000001,1.15,0,0,0,0,1.05193779519392,1.05193779519392,7.2611226039677,9871,5.84,93,,,,,,A16,C,1.27999999999986
2,-2.58,E,B,634,10,15.229565,H,0.585000000000002,0.720832000000001,1.14,0,0,0,0,1.05715429166887,1.05715429166887,7.95481299624179,9871,5.84,93,,,,,,A16,C,1.27999999999986
0,-2.51,E,B,634,11.9999999999996,15.203695,H,0.585125000000002,0.719478000000001,1.14,0,0,0,0,1.05895310317656,1.05895310317656,8.30501502497283,9871,5.84,93,,,,,,A16,C,
0.5,-0.53,E,B,703,19,16.3178225,H,0.58025,0.772284000000004,1.23,0,0,0,0,0.750712909151941,0.294156895014638,38.4171242290177,1213,8.4,10,,,,,,A17,A,
2.2,-1.32,E,B,703,20,16.1685325,H,0.58075,0.766868000000003,1.22,0,0,0,0,0.757644517212678,0.296872953683335,32.9867463389128,1213,8.4,10,,,,,,A17,A,
0.7,-1.33,E,B,703,16,16.1737825,H,0.580875,0.765514000000003,1.22,0,0,0,0,0.757398586261439,0.296776588902441,31.7559117965109,1213,8.4,10,,,,,,A17,A,
0.9,-1.5,E,B,703,27,16.1271425,H,0.581,0.764160000000003,1.21,0,0,0,0,0.759588997244862,0.297634872389824,30.5266348297315,1213,8.4,10,,,,,,A17,A,
2.5,-1.77,E,B,703,23,16.031745,H,0.58125,0.761452000000003,1.21,0,0,0,0,0.764108960066418,0.29940595986276,28.0735718074451,1213,8.4,10,,,,,,A17,A,
1.1,-1.69,E,B,703,22,16.015845,H,0.5815,0.758744000000003,1.2,0,0,0,0,0.764867542112202,0.299703200174577,25.6295812300509,1213,8.4,10,,,,,,A17,A,
2.9,-1.76,E,B,703,18,15.891905,H,0.581875000000001,0.754682000000003,1.2,0,0,0,0,0.770832697527452,0.30204056719443,21.9872220625476,1213,8.4,10,,,,,,A17,A,
3.4,-1.57,E,B,703,13,15.872945,H,0.582000000000001,0.753328000000002,1.2,0,0,0,0,0.771753445879136,0.302401350222029,20.7816128832143,1213,8.4,10,,,,,,A17,A,
1.7,-1.67,E,B,703,23,15.841395,H,0.582125000000001,0.751974000000002,1.19,0,0,0,0,0.773290483571681,0.303003618052577,19.5815712859765,1213,8.4,10,,,,,,A17,A,
1.9,-1,E,B,703,19,15.680775,H,0.582750000000001,0.745204000000002,1.18,0,0,0,0,0.781211387830002,0.30610731931298,13.7158825464415,1213,8.4,10,,,,,,A17,A,
1.7,-1.13,E,B,703,23,15.662995,H,0.582875000000001,0.743850000000002,1.18,0,0,0,0,0.78209818747947,0.306454799991956,12.587213116007,1213,8.4,10,,,,,,A17,A,
2.7,-1.05,E,B,703,24,15.620165,H,0.583000000000001,0.742496000000002,1.18,0,0,0,0,0.784242676053678,0.307295089392462,11.4837029754247,1213,8.4,10,,,,,,A17,A,
3.7,-1.03,E,B,703,18,15.5350975,H,0.583500000000001,0.737080000000002,1.17,0,0,0,0,0.788537052953804,0.308977784014552,7.54158034020574,1213,8.4,10,,,,,,A17,A,
3.3,-0.97,E,B,703,22,15.5019175,H,0.583625000000001,0.735726000000001,1.17,0,0,0,0,0.79022482218732,0.309639113999929,6.77775287449888,1213,8.4,10,,,,,,A17,A,
1.6,-0.98,E,B,703,19,15.4392675,H,0.583875000000001,0.733018000000001,1.16,0,0,0,0,0.793431424126825,0.310895578433368,5.78255428230274,1213,8.4,10,,,,,,A17,A,
2.3,-0.25,E,B,703,17,15.3593975,H,0.584500000000001,0.726248000000001,1.15,0,0,0,0,0.797557326060479,0.312512258374718,5.22916666666667,1213,8.4,10,,,,,,A17,A,
0.3,-0.14,E,B,703,12,15.2646975,H,0.584875000000002,0.722186000000001,1.15,0,0,0,0,0.802505257637762,0.31445103972745,5.92354166666667,1213,8.4,10,,,,,,A17,A,
1.1,-0.05,E,B,703,11.9999999999996,15.203695,H,0.585125000000002,0.719478000000001,1.14,0,0,0,0,0.805725187199559,0.315712726412889,7.72916666666667,1213,8.4,10,,,,,,A17,A,
0.8,0.99,E,B,717,19,16.3178225,H,0.58025,0.772284000000004,1.23,0,0,0,0,0.750712909151941,0.520902834921755,21.69437603521,1213,12.6,23,,,,,,A17,B,0.3599999999998
1.8,0.31,E,B,717,20,16.1685325,H,0.58075,0.766868000000003,1.22,0,0,0,0,0.757644517212678,0.525712522147573,18.6278096972684,1213,12.6,23,,,,,,A17,B,1.58400000000015
0.2,0.16,E,B,717,16,16.1737825,H,0.580875,0.765514000000003,1.22,0,0,0,0,0.757398586261439,0.525541876181406,17.9327501909708,1213,12.6,23,,,,,,A17,B,0.504000000000104
0.6,0.15,E,B,717,27,16.1271425,H,0.581,0.764160000000003,1.21,0,0,0,0,0.759588997244862,0.527061753190313,17.2385702567896,1213,12.6,23,,,,,,A17,B,0.647999999999769
2.6,-0.2,E,B,717,23,16.031745,H,0.58125,0.761452000000003,1.21,0,0,0,0,0.764108960066418,0.530198053923637,15.853311138322,1213,12.6,23,,,,,,A17,B,1.80000000000028
1.1,-0.31,E,B,717,22,16.015845,H,0.5815,0.758744000000003,1.2,0,0,0,0,0.764867542112202,0.530724416975814,14.4731752828523,1213,12.6,23,,,,,,A17,B,0.792000000000073
3.7,-0.34,E,B,717,18,15.891905,H,0.581875000000001,0.754682000000003,1.2,0,0,0,0,0.770832697527452,0.534863504406803,12.416313635321,1213,12.6,23,,,,,,A17,B,2.08800000000025
3.9,-0.35,E,B,717,13,15.872945,H,0.582000000000001,0.753328000000002,1.2,0,0,0,0,0.771753445879136,0.535502391018176,11.7354990399328,1213,12.6,23,,,,,,A17,B,2.44800000000005
2.1,-0.5,E,B,717,23,15.841395,H,0.582125000000001,0.751974000000002,1.19,0,0,0,0,0.773290483571681,0.536568906968105,11.0578284909044,1213,12.6,23,,,,,,A17,B,1.22400000000034
1,-0.51,E,B,717,23,15.775715,H,0.582375000000001,0.749266000000002,1.19,0,0,0,0,0.776509971180387,0.538802837145575,9.71454871558143,1213,12.6,23,,,,,,A17,B,1.36800000000001
2.5,-0.17,E,B,717,19,15.680775,H,0.582750000000001,0.745204000000002,1.18,0,0,0,0,0.781211387830002,0.542065044616736,7.74543955563754,1213,12.6,23,,,,,,A17,B,1.22400000000034
1.8,-0.06,E,B,717,23,15.662995,H,0.582875000000001,0.743850000000002,1.18,0,0,0,0,0.78209818747947,0.542680374985755,7.10807328903923,1213,12.6,23,,,,,,A17,B,1.94399999999995
3,-0.16,E,B,717,24,15.620165,H,0.583000000000001,0.742496000000002,1.18,0,0,0,0,0.784242676053678,0.544168387465818,6.48491462141629,1213,12.6,23,,,,,,A17,B,2.66400000000019
4.6,0.28,E,B,717,18,15.5350975,H,0.583500000000001,0.737080000000002,1.17,0,0,0,0,0.788537052953804,0.547148159192435,4.25877478035148,1213,12.6,23,,,,,,A17,B,2.37599999999958
3.8,0.4,E,B,717,22,15.5019175,H,0.583625000000001,0.735726000000001,1.17,0,0,0,0,0.79022482218732,0.548319264374875,3.82743691736407,1213,12.6,23,,,,,,A17,B,1.15199999999987
2.7,0.43,E,B,717,19,15.4392675,H,0.583875000000001,0.733018000000001,1.16,0,0,0,0,0.793431424126825,0.550544253475756,3.26544241824155,1213,12.6,23,,,,,,A17,B,1.65599999999998
3,0.73,E,B,717,17,15.3593975,H,0.584500000000001,0.726248000000001,1.15,0,0,0,0,0.797557326060479,0.55340712420523,2.95294117647059,1213,12.6,23,,,,,,A17,B,0.216000000000136
1,1.04,E,B,717,12,15.2646975,H,0.584875000000002,0.722186000000001,1.15,0,0,0,0,0.802505257637762,0.556840382850692,3.34505882352941,1213,12.6,23,,,,,,A17,B,0.36
0.4,1.18,E,B,717,12,15.229565,H,0.585000000000002,0.720832000000001,1.14,0,0,0,0,0.804356526269792,0.558124936595366,3.85482352941176,1213,12.6,23,,,,,,A17,B,0.144
1.2,1.05,E,B,717,11.9999999999996,15.203695,H,0.585125000000002,0.719478000000001,1.14,0,0,0,0,0.805725187199559,0.55907461968949,4.36470588235294,1213,12.6,23,,,,,,A17,B,0.792000000000073
0.62,0.42,E,B,737,25,16.3382625,H,0.580125,0.773638000000004,1.23,0,0,0,0,0.749773728999641,0.749773728999641,15.5378850733651,1213,27.9,45,,,,,,A17,C,0.575999999999937
0.82,0.67,E,B,737,19,16.3178225,H,0.58025,0.772284000000004,1.23,0,0,0,0,0.750712909151941,0.750712909151941,15.0532405142273,1213,27.9,45,,,,,,A17,C,1.29600000000018
0.22,0.51,E,B,737,22,16.2875425,H,0.580375,0.770930000000003,1.22,0,0,0,0,0.752108551673772,0.752108551673772,14.6657713053221,1213,27.9,45,,,,,,A17,C,0.144000000000304
1.88,0.07,E,B,737,20,16.1685325,H,0.58075,0.766868000000003,1.22,0,0,0,0,0.757644517212678,0.757644517212678,12.9254189736148,1213,27.9,45,,,,,,A17,C,0.431999999999633
1.32,-0.18,E,B,737,27,16.1271425,H,0.581,0.764160000000003,1.21,0,0,0,0,0.759588997244862,0.759588997244862,11.9614569128744,1213,27.9,45,,,,,,A17,C,1.87200000000011
2.66,-0.42,E,B,737,23,16.031745,H,0.58125,0.761452000000003,1.21,0,0,0,0,0.764108960066418,0.764108960066418,11.0002567082234,1213,27.9,45,,,,,,A17,C,0.792000000000073
1.24,-0.55,E,B,737,22,16.015845,H,0.5815,0.758744000000003,1.2,0,0,0,0,0.764867542112202,0.764867542112202,10.0426114207546,1213,27.9,45,,,,,,A17,C,2.66400000000019
1.24,-0.66,E,B,737,19,15.970915,H,0.581625000000001,0.757390000000003,1.2,0,0,0,0,0.767019297266312,0.767019297266312,9.56545568825387,1213,27.9,45,,,,,,A17,C,2.80799999999985
4.2,-0.83,E,B,737,18,15.891905,H,0.581875000000001,0.754682000000003,1.2,0,0,0,0,0.770832697527452,0.770832697527452,8.61540129797782,1213,27.9,45,,,,,,A17,C,1.51200000000031
4.42,-0.94,E,B,737,13,15.872945,H,0.582000000000001,0.753328000000002,1.2,0,0,0,0,0.771753445879136,0.771753445879136,8.1429993338309,1213,27.9,45,,,,,,A17,C,0.72000000000024
3.18,-0.84,E,B,737,23,15.841395,H,0.582125000000001,0.751974000000002,1.19,0,0,0,0,0.773290483571681,0.773290483571681,7.67277895287241,1213,27.9,45,,,,,,A17,C,1.79999999999964
3.32,-0.35,E,B,737,19,15.680775,H,0.582750000000001,0.745204000000002,1.18,0,0,0,0,0.781211387830002,0.781211387830002,5.37438663044237,1213,27.9,45,,,,,,A17,C,1.29600000000018
2.56,-0.38,E,B,737,23,15.662995,H,0.582875000000001,0.743850000000002,1.18,0,0,0,0,0.78209818747947,0.78209818747947,4.93213248627212,1213,27.9,45,,,,,,A17,C,2.16000000000008
3.5,-0.18,E,B,737,24,15.620165,H,0.583000000000001,0.742496000000002,1.18,0,0,0,0,0.784242676053678,0.784242676053678,4.49973667608477,1213,27.9,45,,,,,,A17,C,3.31199999999995
5.08,0,E,B,737,18,15.5350975,H,0.583500000000001,0.737080000000002,1.17,0,0,0,0,0.788537052953804,0.788537052953804,2.95506821493776,1213,27.9,45,,,,,,A17,C,2.73600000000002
4.44,0.09,E,B,737,22,15.5019175,H,0.583625000000001,0.735726000000001,1.17,0,0,0,0,0.79022482218732,0.79022482218732,2.65577255490568,1213,27.9,45,,,,,,A17,C,1.94399999999995
3.64,0.01,E,B,737,19,15.4392675,H,0.583875000000001,0.733018000000001,1.16,0,0,0,0,0.793431424126825,0.793431424126825,2.26581718816761,1213,27.9,45,,,,,,A17,C,2.15999999999944
2.04,0.14,E,B,737,21,15.4019875,H,0.584000000000001,0.731664000000001,1.16,0,0,0,0,0.795351898578024,0.795351898578024,2.21224489795918,1213,27.9,45,,,,,,A17,C,0.72000000000024
1.2,0.36,E,B,737,18,15.3984475,H,0.584125000000001,0.730310000000001,1.16,0,0,0,0,0.795534744655265,0.795534744655265,2.17142857142857,1213,27.9,45,,,,,,A17,C,0.288000000000608
1.54,0.37,E,B,737,14,15.3776675,H,0.584250000000001,0.728956000000001,1.16,0,0,0,0,0.796609758924752,0.796609758924752,2.13061224489796,1213,27.9,45,,,,,,A17,C,0.864000000000544
3.58,0.65,E,B,737,17,15.3593975,H,0.584500000000001,0.726248000000001,1.15,0,0,0,0,0.797557326060479,0.797557326060479,2.04897959183673,1213,27.9,45,,,,,,A17,C,1.512
0.8,0.89,E,B,737,15,15.3050875,H,0.584750000000002,0.723540000000001,1.15,0,0,0,0,0.800387452864938,0.800387452864938,1.96734693877551,1213,27.9,45,,,,,,A17,C,0.288000000000608
1.28,0.99,E,B,737,12,15.2646975,H,0.584875000000002,0.722186000000001,1.15,0,0,0,0,0.802505257637762,0.802505257637762,2.3210612244898,1213,27.9,45,,,,,,A17,C,0.864000000000544
0.5,1.28,E,B,737,12,15.229565,H,0.585000000000002,0.720832000000001,1.14,0,0,0,0,0.804356526269792,0.804356526269792,2.67477551020408,1213,27.9,45,,,,,,A17,C,0.216
1.26,1.13,E,B,737,11.9999999999996,15.203695,H,0.585125000000002,0.719478000000001,1.14,0,0,0,0,0.805725187199559,0.805725187199559,3.02857142857143,1213,27.9,45,,,,,,A17,C,0.5832
0.2,-2.6,A,B,433,17,5.5134,H,0.5745,0.6228,0.57,15,25,15,150,3.59125040809664,1.12453295607066,8.24193548387097,8800,0.696,20,,,,,,A18,A,
1.2,-2,B,B,433,18.8,5.524,H,0.5774,0.620750000000002,0.57,15,25,15,150,3.58435916002897,1.12237509051412,8.24193548387097,8800,0.696,20,,,,,,A18,A,
1.7,-1.8,E,B,433,37.8,5.5393,H,0.5803,0.618720000000002,0.57,15,25,15,150,3.5744588666438,1.11927499864604,8.24193548387097,8800,0.696,20,,,,,,A18,A,
3,-2.1,E,B,433,55.4,5.5548,H,0.5832,0.616690000000002,0.57,15,25,15,150,3.56448476992871,1.11615179664434,8.24193548387097,8800,0.696,20,,,,,,A18,A,
3.8,-1.7,E,B,433,46.4,5.5856,H,0.5861,0.614660000000002,0.57,15,25,15,150,3.54482956173016,1.10999713549126,8.24193548387097,8800,0.696,20,,,,,,A18,A,
1.6,-1.7,E,B,433,37.9,5.6278,H,0.589,0.612630000000002,0.57,15,25,15,150,3.51824869398344,1.10167383346956,8.24193548387097,8800,0.696,20,,,,,,A18,A,
2.8,-1.5,E,B,433,30.8,5.6708,H,0.5919,0.610600000000002,0.57,15,25,15,150,3.49157085420047,1.09332016646681,8.24193548387097,8800,0.696,20,,,,,,A18,A,
3.3,-1,E,B,433,30.2,5.7422,H,0.5948,0.608570000000002,0.57,15,25,15,150,3.44815575911671,1.07972554073352,8.24193548387097,8800,0.696,20,,,,,,A18,A,
3.7,-1.1,E,B,433,42,5.8084,H,0.5977,0.606540000000002,0.57,15,25,15,150,3.40885613938434,1.06741959920116,8.24193548387097,8800,0.696,20,,,,,,A18,A,
3.6,-0.5,E,B,433,38.7,5.891,H,0.6006,0.604510000000001,0.57,15,25,15,150,3.36105924291292,1.05245289424546,8.24193548387097,8800,0.696,20,,,,,,A18,A,
3.5,-0.4,E,B,433,31.4,6.0066,H,0.6035,0.602480000000001,0.57,15,25,15,150,3.29637398861253,1.03219791562614,8.24193548387097,8800,0.696,20,,,,,,A18,A,
3.7,0,E,B,433,22.6,6.1388,H,0.6064,0.600450000000001,0.57,15,25,15,150,3.22538606893856,1.00996937512217,8.24193548387097,8800,0.696,20,,,,,,A18,A,
3.8,-1.3,E,B,433,23.2,6.2669,H,0.6093,0.598420000000001,0.57,15,25,15,150,3.1594568287351,0.989324865563516,8.24193548387097,8800,0.696,20,,,,,,A18,A,
4.1,-0.6,E,B,433,19.2,6.4017,H,0.6122,0.596390000000001,0.57,15,25,15,150,3.09292844088289,0.968492744114845,8.24193548387097,8800,0.696,20,,,,,,A18,A,
2.8,-2.1,E,B,433,22.8,6.5808,H,0.6151,0.594360000000001,0.59,15,25,15,150,3.00875273522976,0.942134694869925,8.24193548387097,8800,0.696,20,,,,,,A18,A,
2.7,-1.5,E,B,433,28.6,6.7412,H,0.618,0.592330000000001,0.57,15,25,15,150,2.93716252299294,0.91971755770486,8.29855559564346,8800,0.696,20,,,,,,A18,A,
2.1,-2.3,E,B,433,33.6,6.917,H,0.6209,0.590300000000001,1.59,15,25,15,150,2.86251264999277,0.896342344947232,8.46614424251487,8800,0.696,20,,,,,,A18,A,
1.1,-1.2,E,B,433,30.7,7.0867,H,0.6238,0.588270000000001,0.57,15,25,15,150,2.79396616196537,0.874878293140672,8.73831909485674,8800,0.696,20,,,,,,A18,A,
1.7,-0.6,E,B,433,23.8,7.2959,H,0.6267,0.586240000000001,2.59,15,25,15,150,2.7138529859236,0.849792349127592,9.10570655025718,8800,0.696,20,,,,,,A18,A,
2,0,E,B,433,21.3999999999999,7.4478,H,0.6296,0.584210000000001,0.57,15,25,15,150,2.65850318214775,0.832460592389699,9.5573328843691,8800,0.696,20,,,,,,A18,A,
0.1,-0.7,A,B,468,17,5.5134,H,0.5745,0.6228,0.57,15,25,15,185,3.59125040809664,2.03141437225668,4.5625,8800,1.149,55,,,,,,A18,B,0.143999999999664
1.4,-0.4,B,B,468,18.8,5.524,H,0.5774,0.620750000000002,0.57,15,25,15,185,3.58435916002897,2.02751629254164,4.5625,8800,1.149,55,,,,,,A18,B,0.863999999999905
1.8,-0.1,E,B,468,37.8,5.5393,H,0.5803,0.618720000000002,0.57,15,25,15,185,3.5744588666438,2.02191612658639,4.5625,8800,1.149,55,,,,,,A18,B,1.22400000000034
3.1,-0.3,E,B,468,55.4,5.5548,H,0.5832,0.616690000000002,0.57,15,25,15,185,3.56448476992871,2.01627421329301,4.5625,8800,1.149,55,,,,,,A18,B,2.16000000000008
3,-0.5,E,B,468,46.4,5.5856,H,0.5861,0.614660000000002,0.57,15,25,15,185,3.54482956173016,2.00515611572615,4.5625,8800,1.149,55,,,,,,A18,B,2.73600000000002
2.5,-0.3,E,B,468,37.9,5.6278,H,0.589,0.612630000000002,0.57,15,25,15,185,3.51824869398344,1.99012047336437,4.5625,8800,1.149,55,,,,,,A18,B,1.15200000000051
2.4,-0.4,E,B,468,30.8,5.6708,H,0.5919,0.610600000000002,0.57,15,25,15,185,3.49157085420047,1.9750299781336,4.5625,8800,1.149,55,,,,,,A18,B,2.01599999999978
2.8,-0.1,E,B,468,30.2,5.7422,H,0.5948,0.608570000000002,0.57,15,25,15,185,3.44815575911671,1.95047194455087,4.5625,8800,1.149,55,,,,,,A18,B,2.37600000000022
2.8,0.1,E,B,468,42,5.8084,H,0.5977,0.606540000000002,0.57,15,25,15,185,3.40885613938434,1.92824185662144,4.5625,8800,1.149,55,,,,,,A18,B,2.66400000000019
3.3,0.5,E,B,468,38.7,5.891,H,0.6006,0.604510000000001,0.57,15,25,15,185,3.36105924291292,1.90120522831438,4.5625,8800,1.149,55,,,,,,A18,B,2.59199999999971
3.2,-0.1,E,B,468,31.4,6.0066,H,0.6035,0.602480000000001,0.57,15,25,15,185,3.29637398861253,1.8646155895182,4.5625,8800,1.149,55,,,,,,A18,B,2.52000000000052
3.2,0.2,E,B,468,22.6,6.1388,H,0.6064,0.600450000000001,0.57,15,25,15,185,3.22538606893856,1.82446080667231,4.5625,8800,1.149,55,,,,,,A18,B,2.66400000000019
3.5,-0.7,E,B,468,23.2,6.2669,H,0.6093,0.598420000000001,0.57,15,25,15,185,3.1594568287351,1.78716749908248,4.5625,8800,1.149,55,,,,,,A18,B,2.73600000000002
3.8,-0.2,E,B,468,19.2,6.4017,H,0.6122,0.596390000000001,0.57,15,25,15,185,3.09292844088289,1.74953527969133,4.5625,8800,1.149,55,,,,,,A18,B,2.95200000000015
2,-1.6,E,B,468,22.8,6.5808,H,0.6151,0.594360000000001,0.59,15,25,15,185,3.00875273522976,1.70192073911986,4.5625,8800,1.149,55,,,,,,A18,B,2.01599999999978
2.4,-1.4,E,B,468,28.6,6.7412,H,0.618,0.592330000000001,0.57,15,25,15,185,2.93716252299294,1.66142526553136,4.59384327615977,8800,1.149,55,,,,,,A18,B,1.94399999999995
1.4,-1.8,E,B,468,33.6,6.917,H,0.6209,0.590300000000001,1.59,15,25,15,185,2.86251264999277,1.61919907474339,4.68661556282073,8800,1.149,55,,,,,,A18,B,1.51200000000031
1.5,-0.9,E,B,468,30.7,7.0867,H,0.6238,0.588270000000001,0.57,15,25,15,185,2.79396616196537,1.58042530373799,4.83728378465284,8800,1.149,55,,,,,,A18,B,0.791999999999433
2.5,-0.3,E,B,468,23.8,7.2959,H,0.6267,0.586240000000001,2.59,15,25,15,185,2.7138529859236,1.53510875971436,5.04065898317808,8800,1.149,55,,,,,,A18,B,1.22400000000034
1.3,0.2,E,B,468,21.3999999999999,7.4478,H,0.6296,0.584210000000001,0.57,15,25,15,185,2.65850318214775,1.50379977980075,5.2906664181329,8800,1.149,55,,,,,,A18,B,1.43999999999984
0.7,-0.200000000000422,A,B,496,17,5.5134,H,0.5745,0.6228,0.57,15,25,15,213,3.59125040809664,2.9382957884427,3.15432098765432,8800,3.601,83,,,,,,A18,C,0.0719999999998322
0.7,0.300000000000189,B,B,496,18.8,5.524,H,0.5774,0.620750000000002,0.57,15,25,15,213,3.58435916002897,2.93265749456915,3.15432098765432,8800,3.601,83,,,,,,A18,C,1.00800000000021
2.2,0.399999999999956,E,B,496,37.8,5.5393,H,0.5803,0.618720000000002,0.57,15,25,15,213,3.5744588666438,2.92455725452675,3.15432098765432,8800,3.601,83,,,,,,A18,C,1.29600000000018
3.1,0.200000000000422,E,B,496,55.4,5.5548,H,0.5832,0.616690000000002,0.57,15,25,15,213,3.56448476992871,2.91639662994167,3.15432098765432,8800,3.601,83,,,,,,A18,C,2.23200000000055
3.4,-0.199999999999534,E,B,496,46.4,5.5856,H,0.5861,0.614660000000002,0.57,15,25,15,213,3.54482956173016,2.90031509596104,3.15432098765432,8800,3.601,83,,,,,,A18,C,2.16000000000008
1.5,-0.299999999999301,E,B,496,37.9,5.6278,H,0.589,0.612630000000002,0.57,15,25,15,213,3.51824869398344,2.87856711325918,3.15432098765432,8800,3.601,83,,,,,,A18,C,1.80000000000028
2.2,-0.500000000000611,E,B,496,30.8,5.6708,H,0.5919,0.610600000000002,0.57,15,25,15,213,3.49157085420047,2.85673978980038,3.15432098765432,8800,3.601,83,,,,,,A18,C,1.72799999999981
2.9,-0.499999999999723,E,B,496,30.2,5.7422,H,0.5948,0.608570000000002,0.57,15,25,15,213,3.44815575911671,2.82121834836822,3.15432098765432,8800,3.601,83,,,,,,A18,C,2.01600000000042
3.3,-0.8000000000008,E,B,496,42,5.8084,H,0.5977,0.606540000000002,0.57,15,25,15,213,3.40885613938434,2.78906411404173,3.15432098765432,8800,3.601,83,,,,,,A18,C,2.01600000000042
3.4,-0.399999999999956,E,B,496,38.7,5.891,H,0.6006,0.604510000000001,0.57,15,25,15,213,3.36105924291292,2.7499575623833,3.15432098765432,8800,3.601,83,,,,,,A18,C,2.37599999999958
3.5,-0.899999999999679,E,B,496,31.4,6.0066,H,0.6035,0.602480000000001,0.57,15,25,15,213,3.29637398861253,2.69703326341025,3.15432098765432,8800,3.601,83,,,,,,A18,C,2.30400000000039
3.8,-0.8000000000008,E,B,496,22.6,6.1388,H,0.6064,0.600450000000001,0.57,15,25,15,213,3.22538606893856,2.63895223822245,3.15432098765432,8800,3.601,83,,,,,,A18,C,2.30400000000039
3.4,-1.59999999999982,E,B,496,23.2,6.2669,H,0.6093,0.598420000000001,0.57,15,25,15,213,3.1594568287351,2.58501013260145,3.15432098765432,8800,3.601,83,,,,,,A18,C,2.51999999999988
2.8,-1.19999999999898,E,B,496,19.2,6.4017,H,0.6122,0.596390000000001,0.57,15,25,15,213,3.09292844088289,2.53057781526782,3.15432098765432,8800,3.601,83,,,,,,A18,C,2.73600000000002
2.2,-1.79999999999936,E,B,496,22.8,6.5808,H,0.6151,0.594360000000001,0.59,15,25,15,213,3.00875273522976,2.4617067833698,3.15432098765432,8800,3.601,83,,,,,,A18,C,1.43999999999984
1.7,-1.59999999999982,E,B,496,28.6,6.7412,H,0.618,0.592330000000001,0.57,15,25,15,213,2.93716252299294,2.40313297335786,3.1759904131475,8800,3.601,83,,,,,,A18,C,1.72799999999981
