A,B,E1,E2,E3,F2,F3,F4,G11,G12,G13,G14,G21,G22,G23,G24,G25,G26,G31,G32,G33,G35,J,C_A,C_B,C_C,C_D,C_E,D_A,D_B,F1_A,F1_D,F1_G,F1_H,F1_L,F1_M,H_A1,H_A10,H_A11,H_A12,H_A13,H_A14,H_A15,H_A16,H_A17,H_A18,H_A19,H_A2,H_A20,H_A3,H_A4,H_A5,H_A6,H_A7,H_A8,H_A9,I_A,I_B,I_C,I_D,I_E,I_F,I_G
1.42,0.07246973760981318,0.3642163355408389,0.16606465082054192,-0.15375128368193539,-0.13447123477889572,-0.14074318368070213,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.09918829930652047,-0.17091369525298122,0.1283868131383896,-0.20043054360657236,-0.26150469736639276,-0.16769737957937608,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.0819951528261989,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2.04,0.07296824209635357,0.3642163355408389,0.07433338467067115,-0.15572497438486538,-0.13447123477889572,-0.14074318368070213,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.09918829930652047,-0.17091369525298122,0.0991187282737243,-0.20043054360657236,-0.26150469736639276,-0.16769737957937608,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.06958489880289917,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.33,0.060505629932844085,0.3642163355408389,0.052369560381265466,-0.1591789331149928,-0.13447123477889572,-0.14074318368070213,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.10235160455256737,-0.17091369525298122,0.0687003693314084,-0.20043054360657236,-0.26150469736639276,-0.16769737957937608,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.08377552682109332,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.91,0.05601908955398068,0.3642163355408389,0.013609870458784852,-0.16263289184512023,-0.13447123477889572,-0.14552101454548952,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.10551490979861428,-0.16808183717317146,0.04684516185604699,-0.20043054360657236,-0.26150469736639276,-0.16769737957937608,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.0722554597952497,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.2,0.04355647739047121,0.3642163355408389,0.058829508701678905,-0.16904738662964247,-0.1280196218756699,-0.14552101454548952,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.11184152029070807,-0.16808183717317146,0.023584063841334844,-0.20043054360657236,-0.26150469736639276,-0.16769737957937608,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.08634135993137973,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.81,0.05302806263473841,0.3642163355408389,0.02782175676369443,-0.17743557211709474,-0.1280196218756699,-0.14552101454548952,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.11816813078280188,-0.16808183717317146,0.014509679450980107,-0.20043054360657236,-0.26150469736639276,-0.16769737957937608,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.07424528955425455,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.45,0.0580131075001422,0.3642163355408389,0.05366155004534817,-0.1818763761986871,-0.1280196218756699,-0.1502988454102769,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.12449474127489568,-0.16524997909336167,0.014509679450980107,-0.20043054360657236,-0.26150469736639276,-0.16769737957937608,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.08147151341591397,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.68,0.06299815236554598,0.3642163355408389,0.10146516761640755,-0.185823757604547,-0.1280196218756699,-0.1502988454102769,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.1276580465209425,-0.16524997909336167,0.014509679450980107,-0.20043054360657236,-0.26150469736639276,-0.16769737957937608,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.07686348660559064,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.07,0.0694787106905709,0.3642163355408389,0.1273049608980613,-0.19026456168613937,-0.1280196218756699,-0.1550766762750643,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.13082135176698942,-0.16524997909336167,0.014509679450980107,-0.20043054360657236,-0.26150469736639276,-0.16769737957937608,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.08901192092374789,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2.09,0.06299815236554598,0.3642163355408389,0.12342899190581327,-0.19470536576773173,-0.12156800897244409,-0.1550766762750643,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.1371479622590832,-0.16524997909336167,0.014509679450980107,-0.20043054360657236,-0.26150469736639276,-0.16769737957937608,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.0686947118054608,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.06,0.04953853122895575,0.3642163355408389,0.1815685267895342,-0.19963959252505667,-0.12156800897244409,-0.1598545071398517,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.14031126750513012,-0.1624181210135519,0.014509679450980107,-0.20043054360657236,-0.26150469736639276,-0.16769737957937608,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.08916901274682631,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.28,0.03707591906544628,0.3642163355408389,0.14022485753888816,-0.20408039660664903,-0.12156800897244409,-0.1598545071398517,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.14663787799722391,-0.1624181210135519,0.014509679450980107,-0.20043054360657236,-0.26150469736639276,-0.16769737957937608,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.08477044170059575,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.75,0.04255946841739045,0.3642163355408389,0.0769173639988365,-0.2085212006882414,-0.12156800897244409,-0.16463233800463908,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.14980118324327082,-0.1624181210135519,0.014509679450980107,-0.20043054360657236,-0.26150469736639276,-0.16769737957937608,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.095400321729001,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2.66,0.04206096393085007,0.3642163355408389,0.03815767407635589,-0.21296200476983376,-0.11511639606921835,-0.16463233800463908,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.15612779373536462,-0.1624181210135519,0.014509679450980107,-0.20043054360657236,-0.26150469736639276,-0.16769737957937608,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.057331736602677874,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.77,0.06299815236554598,0.3642163355408389,0.08854527097558072,-0.21740280885142613,-0.11511639606921835,-0.16941016886942648,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.15929109898141153,-0.15958626293374215,0.014509679450980107,-0.20043054360657236,-0.26150469736639276,-0.16769737957937608,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.07503074866966424,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.86,0.04854152225587499,0.3642163355408389,0.09242123996782879,-0.2218436129330185,-0.11511639606921835,-0.16941016886942648,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.16561770947350532,-0.15958626293374215,0.014509679450980107,-0.20043054360657236,-0.26150469736639276,-0.16769737957937608,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.07330273861578412,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.73,0.060007125446303704,0.3642163355408389,0.04332563273268667,-0.22628441701461086,-0.11511639606921835,-0.17418799973421387,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.16878101471955215,-0.15958626293374215,0.014509679450980107,-0.20043054360657236,-0.26150469736639276,-0.16769737957937608,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.07592093566710259,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.31,0.05053554020203651,0.3642163355408389,0.04720160172493474,-0.2312186437719357,-0.10866478316599254,-0.17418799973421387,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.17510762521164597,-0.15675440485393238,0.014509679450980107,-0.20043054360657236,-0.26150469736639276,-0.16769737957937608,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.08429916623136055,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.57,0.05502208058089992,0.3642163355408389,0.04461762239676933,-0.23565944785352808,-0.10866478316599254,-0.1789658305990012,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.18143423570373976,-0.15675440485393238,0.014509679450980107,-0.20043054360657236,-0.26150469736639276,-0.16769737957937608,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.07901040818769162,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.42,0.03956844149814817,0.3642163355408389,0.08725328131149801,-0.23960682925938795,-0.10866478316599254,-0.1789658305990012,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.18459754094978673,-0.15675440485393238,0.014509679450980107,-0.20043054360657236,-0.26150469736639276,-0.16769737957937608,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.08209988070824527,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.75,0.03458339663274438,0.3642163355408389,0.1273049608980613,-0.24355421066524785,-0.10866478316599254,-0.1837436614637886,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.19092415144188055,-0.15675440485393238,0.014509679450980107,-0.20043054360657236,-0.26150469736639276,-0.16769737957937608,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.0755020241388994,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.24,0.017634244090371506,0.3642163355408389,0.08854527097558072,-0.24848843742257268,-0.10866478316599254,-0.1837436614637886,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.19408745668792737,-0.15392254677412262,0.014509679450980107,-0.20043054360657236,-0.26150469736639276,-0.16769737957937608,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.0856082647570198,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.85,0.032090874200042495,0.3642163355408389,0.15056077485154973,-0.2529292415041651,-0.10221317026276672,-0.18852149232857598,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.20041406718002117,-0.15392254677412262,0.014509679450980107,-0.20043054360657236,-0.26150469736639276,-0.16769737957937608,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.09341049196997847,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.64,0.023117793442315668,0.3642163355408389,0.13376490921847473,-0.2573700455857575,-0.10221317026276672,-0.19329932319336338,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.206740677672115,-0.15392254677412262,0.014509679450980107,-0.20043054360657236,-0.26150469736639276,-0.16769737957937608,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.09759960725211629,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.8,0.0271058293346387,0.3642163355408389,0.1105090952649864,-0.26181084966734985,-0.10221317026276672,-0.19329932319336338,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.21306728816420878,-0.15109068869431283,0.016426802913731112,-0.20043054360657236,-0.26150469736639276,-0.16769737957937608,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.07440238137733293,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.55,0.032090874200042495,0.3642163355408389,0.15443674384379774,-0.2667450764246747,-0.10221317026276672,-0.19807715405815077,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.21623059341025574,-0.15109068869431283,0.023584063841334844,-0.20043054360657236,-0.26150469736639276,-0.16769737957937608,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.0993799812470107,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.82,0.01115368576534658,0.3642163355408389,0.13893286787480555,-0.27612010726359193,-0.09576155735954091,-0.19807715405815077,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.22888381439444336,-0.14825883061450307,0.04684516185604699,-0.20043054360657236,-0.26150469736639276,-0.16769737957937608,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.07414056167220817,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5,-0.00679247575010706,0.3642163355408389,0.1828605164536169,-0.2864819834539742,-0.09576155735954091,-0.19807715405815077,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.2447003406246778,-0.1454269725346933,0.07457954795051147,-0.20043054360657236,-0.26150469736639276,-0.16769737957937608,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.10027016824446676,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.57,-0.018756583427076156,0.3642163355408389,0.0950052192959941,-0.2988175503472863,-0.09576155735954091,-0.20285498492293816,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.2605168668549122,-0.14259511445488354,0.10870434558747928,-0.20043054360657236,-0.26150469736639276,-0.16769737957937608,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.07906277212870594,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.39,-0.0062939712635666865,0.3642163355408389,0.16218868182829388,-0.3126333852677959,-0.09576155735954091,-0.20285498492293816,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.2826600035772406,-0.13976325637507378,0.14500188314889828,-0.20043054360657236,-0.26150469736639276,-0.16769737957937608,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.10246945376758206,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.35,-0.010282007155889715,0.3642163355408389,0.15960470250012848,-0.327929488215503,-0.09576155735954091,-0.20285498492293816,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.3079664455456158,-0.13693139829526402,0.17899887255501604,-0.20043054360657236,-0.26150469736639276,-0.16769737957937608,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.08346134317493652,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.75,-0.027231159698262595,0.3642163355408389,0.12084501257764786,-0.34421243651467504,-0.09576155735954091,-0.20763281578772555,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.33327288751399087,-0.1312676821356445,0.21721353357918596,-0.20043054360657236,-0.26150469736639276,-0.16769737957937608,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.095400321729001,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.97,0.0580131075001422,0.36665961651815127,0.1428088368670536,-0.15621839706059787,-0.13447123477889572,-0.13596535281591474,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.09918829930652047,-0.08312609477887849,0.07751913726006301,-0.20043054360657236,-0.18243492992453228,-0.1458223795793761,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.06440086864125892,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.4,0.08443384528678229,0.36665961651815127,0.15185276451563243,-0.15621839706059787,-0.13447123477889572,-0.13596535281591474,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.09918829930652047,-0.08312609477887849,0.07751913726006301,-0.20043054360657236,-0.18243492992453228,-0.1458223795793761,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.05455644772826328,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.73,0.1268067266427145,0.36665961651815127,0.1466848058593016,-0.15325786100620292,-0.13447123477889572,-0.13596535281591474,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.09602499406047357,-0.08312609477887849,0.054385847476200934,-0.20043054360657236,-0.18243492992453228,-0.1458223795793761,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.04303638070241988,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.35,0.12780373561579522,0.36665961651815127,0.16606465082054192,-0.15375128368193539,-0.13447123477889572,-0.14074318368070213,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.09918829930652047,-0.08312609477887849,0.03201940707743925,-0.20043054360657236,-0.18243492992453228,-0.1458223795793761,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.053718624671857146,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2.06,0.13727532086006244,0.36665961651815127,0.07433338467067115,-0.15572497438486538,-0.13447123477889572,-0.14074318368070213,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.09918829930652047,-0.08312609477887849,0.017065844067981444,-0.20043054360657236,-0.18243492992453228,-0.1458223795793761,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.028898116625257673,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.22,0.11583962793882614,0.36665961651815127,0.052369560381265466,-0.1591789331149928,-0.13447123477889572,-0.14074318368070213,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.10235160455256737,-0.08312609477887849,0.0013454316734232297,-0.20043054360657236,-0.18243492992453228,-0.1458223795793761,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.05727937266164586,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.87,0.10886056512726083,0.36665961651815127,0.013609870458784852,-0.16263289184512023,-0.13447123477889572,-0.14552101454548952,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.10551490979861428,-0.08029423669906872,-0.009773884410532566,-0.20043054360657236,-0.18243492992453228,-0.1458223795793761,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.03423923860995862,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.37,0.09240991707142833,0.36665961651815127,0.058829508701678905,-0.16904738662964247,-0.1280196218756699,-0.14552101454548952,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.11184152029070807,-0.08029423669906872,-0.021660049879588774,-0.20043054360657236,-0.18243492992453228,-0.1458223795793761,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.06241103888221874,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.77,0.11085458307342236,0.36665961651815127,0.02782175676369443,-0.17743557211709474,-0.1280196218756699,-0.14552101454548952,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.11816813078280188,-0.07746237861925895,-0.026388954421041246,-0.20043054360657236,-0.18243492992453228,-0.1458223795793761,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.038218898127968214,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.63,0.12132317729077031,0.36665961651815127,0.05366155004534817,-0.1818763761986871,-0.1280196218756699,-0.1502988454102769,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.12449474127489568,-0.07463052053944919,-0.026388954421041246,-0.20043054360657236,-0.18243492992453228,-0.1458223795793761,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.05267134585128728,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.75,0.13478279842736055,0.36665961651815127,0.10146516761640755,-0.185823757604547,-0.1280196218756699,-0.1502988454102769,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.1276580465209425,-0.07463052053944919,-0.026388954421041246,-0.20043054360657236,-0.18243492992453228,-0.1458223795793761,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.043455292230640645,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.18,0.13478279842736055,0.36665961651815127,0.1273049608980613,-0.19026456168613937,-0.1280196218756699,-0.1550766762750643,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.13082135176698942,-0.07179866245963942,-0.026388954421041246,-0.20043054360657236,-0.18243492992453228,-0.1458223795793761,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.06775216086695506,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2.13,0.12730523112925485,0.36665961651815127,0.12342899190581327,-0.19470536576773173,-0.12156800897244409,-0.1550766762750643,-0.10762630872811875,-0.21859819569743316,-0.16627342123525257,-0.17210270645385164,-0.09684884363183108,0.1371479622590832,-0.07179866245963942,-0.026388954421041246,-0.20043054360657236,-0.18243492992453228,-0.1458223795793761,3.588720912031587e-15,6.623489635547809e-16,5.910909621846898e-15,6.7292576739633015e-15,-0.027117742630380935,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
